keyword,language,topic,topicColor,keywordColor,limitPages,ratioNew,continent,gnd,geonames,latitude,longitude,geotype,country,ipcc
'Myanmar',de,Myanmar,#a744ea,#a744ea,2,0.890000000000,ASIA,4069500-1,1327865,21.000000000000,96.000000000000,A,Myanmar,SAS
'Bolivien',de,Bolivia,#24c215,#24c215,1,0.890000000000,SOUTH-AMERICA,4007607-6,3923057,-17.000000000000,-65.000000000000,A,Bolivia,SAM
'Britische Jungferninseln',de,British Virgin Islands,#4ce93f,#4ce93f,2,0.890000000000,CENTRAL-AMERICA,4063590-9,3577718,18.500000000000,-64.500000000000,A,Britische Jungferninseln,CAR
'McDonald-Inseln',de,Heard Island and McDonald Islands,#A67724,#A67724,1,0.890000000000,SOUTHERN,4451482-7,1547314,-53.117110000000,73.509520000000,A,Heard Island and McDonald Islands,SOO
'Türkei',de,Turkey,#F547D7,#F547D7,3,0.879738502204,EUROPE-AFRICA,4002075-7,323786,39.919870000000,32.854270000000,P,Turkey,MED
'Ankara',de,Turkey,#6aa6ee,#6aa6ee,3,0.875153947320,EUROPE-AFRICA,4002075-7,323786,39.919870000000,32.854270000000,P,Turkey,MED
'Nay Pyi Taw',de,Myanmar,#00E52D,#00E52D,2,0.865450045000,ASIA,4069500-1,1327865,21.000000000000,96.000000000000,A,Myanmar,SAS
'Naypyidaw',de,Myanmar,#00E52D,#00E52D,2,0.865450045000,ASIA,4069500-1,1327865,21.000000000000,96.000000000000,A,Myanmar,SAS
'Saint Eustatius',de,Bonaire; Saint Eustatius and Saba ,#B949C3,#B949C3,1,0.841500000000,,,-1,12.212860000000,-68.294450000000,,,
'Bonaire',de,Bonaire; Saint Eustatius and Saba ,#B949C3,#B949C3,1,0.841500000000,,,-1,12.212860000000,-68.294450000000,,,
'Antarktis',de,Antarctica,#073546,#073546,3,0.839387797477,POLAR,4002208-0,6255152,-78.158560000000,16.406260000000,L,Antarctica,EAN
'Malediven',de,Maldives,#B2DAB1,#B2DAB1,3,0.834750870000,INDIAN,4037212-1,1282028,3.200000000000,73.000000000000,A,Maldives,EIO
'Ostjerusalem',de,Palestinian Territory,#5a96ec,#5a96ec,1,0.822508179737,EUROPE-AFRICA,4485908-9,7303419,31.783360000000,35.233880000000,P,Palestinian Territory,MED
'Palästinensisches Gebiet',de,Palestinian Territory,#BC87DE,#BC87DE,2,0.816350135000,EUROPE-AFRICA,,7303419,31.783360000000,35.233880000000,P,Palestinian Territory,MED
'Vatikan',de,Vatican,#6ed4ee,#6ed4ee,2,0.811513592948,EUROPE-AFRICA,4062404-3,3164670,41.902250000000,12.453300000000,A,Vatican,MED
'Reunion',de,Reunion,#A9621E,#A9621E,3,0.783587533636,INDIAN,4049639-9,935264,-20.882310000000,55.450400000000,P,Réunion,SIO
'Tokelau',de,Tokelau,#d23017,#d23017,2,0.782128240109,PACIFIC,4236941-1,4031074,-9.167000000000,-171.830000000000,A,Tokelau,EPO
'Flying Fish Cove',de,Christmas Island,#a417d0,#a417d0,2,0.766666666667,INDIAN,,2078127,-10.421720000000,105.679120000000,P,Christmas Island,SIO
'Weihnachtsinsel',de,Christmas Island,#a317d0,#a317d0,2,0.766666666667,INDIAN,4219436-2,2078138,-10.500000000000,105.666670000000,A,Christmas Island,SIO
'Road Town',de,British Virgin Islands,#59BF10,#59BF10,1,0.765000030000,CENTRAL-AMERICA,4063590-9,3577718,18.500000000000,-64.500000000000,A,British Virgin Islands,CAR
'Französische Südgebiete',de,French Southern Territories,#377C29,#377C29,1,0.765000000000,SOUTHERN,4510620-4,1546102,-49.349160000000,70.219370000000,P,French Southern Territories,SOO
'Kleinere vorgelagerte Inseln der Vereinigten Staaten',de,United States Minor Outlying Islands,#7A7B38,#7A7B38,1,0.765000000000,PACIFIC,4451497-9,5854968,5.875000000000,-162.057000000000,A,U.S. Outlying Islands,EPO
'Heard-Insel und McDonald-Inseln',de,Heard Island and McDonald Islands,#A67724,#A67724,1,0.760000000000,SOUTHERN,4451482-7,1547314,-53.117110000000,73.509520000000,A,Heard Island and McDonald Islands,SOO
'Heard-Insel',de,Heard Island and McDonald Islands,#A67724,#A67724,1,0.756982025168,SOUTHERN,4451482-7,1547314,-53.117110000000,73.509520000000,A,Heard Island and McDonald Islands,SOO
'Port-aux-Francais',de,French Southern Territories,#210e80,#210e80,1,0.756500000000,SOUTHERN,,1546102,-49.349160000000,70.219370000000,P,French Southern Territories,SOO
'Vatikanstadt',de,Vatican,#6ed4ee,#6ed4ee,2,0.739062533919,EUROPE-AFRICA,4062404-3,3164670,41.902250000000,12.453300000000,A,Vatican,MED
'Westinsel',de,Cocos Islands,#bae7f7,#bae7f7,1,0.722500000000,ARCTIC,,2728573,78.750000000000,16.000000000000,T,Spitzbergen und Jan Mayen,ARO
'Kokosinseln',de,Cocos Islands,#8616cc,#8616cc,1,0.722500000000,INDIAN,4298716-7,1547376,-12.164200000000,96.873320000000,A,Kokosinseln,SIO
'Grytviken',de,South Georgia and the South Sandwich Islands,#0d7636,#0d7636,1,0.722500000000,SOUTHERN,1174011807,3426466,-54.281110000000,-36.509200000000,P,South Georgia and the South Sandwich Islands,SOO
'Adamstown',de,Pitcairn,#b29713,#b29713,1,0.722500000000,PACIFIC,,4030723,-25.065970000000,-130.101470000000,P,Pitcairn,SPO
'Pitcairn',de,Pitcairn,#b29713,#b29713,1,0.722500000000,PACIFIC,4115982-2,4030699,-25.066670000000,-130.100000000000,A,Pitcairn,SPO
'Südgeorgien und die Südlichen Sandwichinseln',de,South Georgia and the South Sandwich Islands,#0c733a,#0c733a,1,0.722500000000,SOUTHERN,4451507-8,3474415,-56.000000000000,-33.000000000000,A,Südgeorgien und die Südlichen Sandwichinseln,SOO
'Bouvetinsel',de,Bouvet Island,#0d7076,#0d7076,1,0.722500000000,SOUTHERN,4450775-6,3371123,-54.433330000000,3.400000000000,A,Bouvet Island,SOO
'Norfolkinsel',de,Norfolk Island,#aa1231,#aa1231,2,0.647045951860,PACIFIC,4294928-2,2155115,-29.033330000000,167.950000000000,A,Norfolk Island,SPO
'Niue',de,Niue,#be3115,#be3115,2,0.561680517082,PACIFIC,4293521-0,4036232,-19.033330000000,-169.866670000000,A,Niue,SPO
'Alofi',de,Niue,#be3115,#be3115,2,0.561680517082,PACIFIC,4290878-4,4036284,-19.052940000000,-169.919570000000,P,Niue,SPO
'Longyearbyen',de,Svalbard and Jan Mayen,#b9e7f7,#b9e7f7,2,0.492156862745,ARCTIC,4099794-7,2729907,78.223340000000,15.646890000000,P,Spitzbergen und Jan Mayen,ARO
'Spitzbergen und Jan Mayen',de,Svalbard and Jan Mayen,#b9e7f7,#b9e7f7,2,0.492156862745,ARCTIC,4056316-9,2729907,78.223340000000,15.646890000000,P,Spitzbergen und Jan Mayen,ARO
'Stanley',de,Falkland Islands,#0d7c11,#0d7c11,2,0.479075056861,SOUTH-AMERICA,4030866-2,3426691,-51.693820000000,-57.857010000000,P,Falkland Islands,SSA
'Falklandinseln',de,Falkland Islands,#0d7b0f,#0d7b0f,2,0.479075056861,SOUTH-AMERICA,4071109-2,3474414,-51.750000000000,-59.166670000000,A,Falkland Islands,SSA
'Britisches Territorium im Indischen Ozean',de,British Indian Ocean Territory,#3e18d9,#3e18d9,2,0.350000000000,INDIAN,4480858-6,1282588,-6.000000000000,72.000000000000,A,Britisches Territorium im Indischen Ozean,EIO
'Diego Garcia',de,British Indian Ocean Territory,#3f17d6,#3f17d6,2,0.350000000000,INDIAN,4090770-3,1282575,-7.312640000000,72.451610000000,T,Britisches Territorium im Indischen Ozean,EIO
'Saint-Pierre und Miquelon',de,Saint Pierre and Miquelon,#79f080,#79f080,2,0.242612664005,NORTH-AMERICA,4198311-7,3424932,46.833330000000,-56.333330000000,A,Saint Pierre and Miquelon,ENA
'Saint-Pierre',de,Saint Pierre and Miquelon,#93c2f3,#93c2f3,2,0.242612664005,EUROPE,2034200-7,498817,59.938630000000,30.314130000000,P,Russia,NEU
'Jamestown',de,Saint Helena,#15c5b4,#15c5b4,2,0.234048257373,ATLANTIC,4495755-5,3370903,-15.924880000000,-5.718160000000,P,St. Helena,SAO
'St. Helena',de,Saint Helena,#15c4b4,#15c4b4,2,0.234048257373,ATLANTIC,4051605-2,3370751,-15.950000000000,-5.700000000000,A,Saint Helena,SAO
'Sankt Barthélemy',de,Saint Barthelemy,#46e93e,#46e93e,2,0.218343195266,CENTRAL-AMERICA,4271726-7,3578476,17.900000000000,-62.825700000000,A,Saint Barthelemy,CAR
'Gustavia',de,Saint Barthelemy,#46e93e,#46e93e,2,0.218343195266,CENTRAL-AMERICA,16049949-5,3579132,17.896180000000,-62.849780000000,P,Saint Barthelemy,CAR
'Montserrat',de,Montserrat,#42e93b,#42e93b,2,0.207054919174,CENTRAL-AMERICA,4274693-0,3578097,16.750000000000,-62.200000000000,A,Montserrat,CAR
'Plymouth',de,Montserrat,#95101d,#95101d,2,0.207054919174,OCEANIA,4117855-5,2186239,-39.066670000000,174.083330000000,P,New Zealand,NZ
'Tuvalu',de,Tuvalu,#d4171a,#d4171a,2,0.186896072298,PACIFIC,14679-1,2110297,-8.517190000000,179.144780000000,A,Tuvalu,EPO
'Funafuti',de,Tuvalu,#d4171a,#d4171a,2,0.186896072298,PACIFIC,131634195X,2110394,-8.524250000000,179.194170000000,P,Tuvalu,EPO
'Yaren',de,Nauru,#e41945,#e41945,2,0.178715365239,PACIFIC,1345101821,7626461,-0.550850000000,166.925200000000,P,Nauru,EPO
'Nauru',de,Nauru,#e41945,#e41945,2,0.178715365239,PACIFIC,4122008-0,2110425,-0.517000000000,166.933000000000,A,Nauru,EPO
'Das Tal',de,Anguilla,#18d968,#18d968,2,0.175448921080,SOUTH-AMERICA,114801506X,12109014,-5.823100000000,-35.189640000000,L,Brazil,NES
'Anguilla',de,Anguilla,#47e93e,#47e93e,2,0.175448921080,CENTRAL-AMERICA,4426211-5,3573511,18.216670000000,-63.050000000000,A,Anguilla,CAR
'Mata Utu',de,Wallis and Futuna,#ca2116,#ca2116,2,0.162402496100,PACIFIC,,4034821,-13.281630000000,-176.174530000000,P,Wallis and Futuna,SPO
'Wallis und Futuna',de,Wallis and Futuna,#ca2116,#ca2116,2,0.162402496100,PACIFIC,4210894-9,4034749,-13.300000000000,-176.200000000000,A,Wallis and Futuna,SPO
'Melekeok',de,Palau,#e728b8,#e728b8,2,0.155844083319,PACIFIC,7621948-3,4037930,7.494000000000,134.634500000000,A,Palau,EPO
'Palau',de,Palau,#e728b8,#e728b8,2,0.155844083319,PACIFIC,4044396-6,1559582,7.503000000000,134.621000000000,A,Palau,EPO
'Nan',de,Bonaire; Saint Eustatius and Saba ,#ea48ea,#ea48ea,2,0.155518543193,ASIA,4454720-1,1668355,22.990830000000,120.213330000000,P,Taiwan,EAS
'Cookinseln',de,Cook Islands,#ba4c14,#ba4c14,2,0.146755189826,PACIFIC,4230226-2,1899402,-21.248420000000,-159.785160000000,A,Cook Islands,SPO
'Avarua',de,Cook Islands,#ba4c14,#ba4c14,2,0.146755189826,PACIFIC,3014455-3,4035715,-21.207500000000,-159.775460000000,P,Cook Islands,SPO
'Mariehamn',de,Aland Islands,#94d3f3,#94d3f3,2,0.137437759724,EUROPE,4229233-5,3041732,60.097260000000,19.934810000000,P,Aland Islands,NEU
'Aland-Inseln',de,Aland Islands,#94d3f3,#94d3f3,2,0.137437759724,EUROPE,4001012-0,661883,60.250000000000,20.000000000000,T,Aland Islands,NEU
'Gibraltar',de,Gibraltar,#63ede1,#63ede1,2,0.129657749570,EUROPE-AFRICA,4605126-0,2411585,36.144740000000,-5.352570000000,P,Gibraltar,MED
'San Marino',de,San Marino,#73d5ef,#73d5ef,2,0.129598934438,EUROPE-AFRICA,4051524-2,3168068,43.936700000000,12.446300000000,A,San Marino,MED
'Marigot',de,Saint Martin,#47e93e,#47e93e,2,0.126835551739,CENTRAL-AMERICA,,3578851,18.068190000000,-63.083020000000,P,Saint Martin,CAR
'Sankt Martin',de,Saint Martin,#7dccf0,#7dccf0,2,0.126835551739,EUROPE,4198515-1,3058780,49.066510000000,18.923990000000,P,Slovakia,WCE
'Turks- und Caicosinseln',de,Turks and Caicos Islands,#65ea45,#65ea45,2,0.126549847338,CENTRAL-AMERICA,4285170-1,3576916,21.733330000000,-71.583330000000,A,Turks and Caicos Islands,CAR
'Cockburn Town',de,Turks and Caicos Islands,#63ea45,#63ea45,2,0.126549847338,CENTRAL-AMERICA,3041557-3,3576994,21.461220000000,-71.141880000000,P,Turks and Caicos Islands,CAR
'Vaduz',de,Liechtenstein,#79ddf0,#79ddf0,2,0.126378264310,EUROPE,4062244-7,3042030,47.141510000000,9.521540000000,P,Liechtenstein,WCE
'Liechtenstein',de,Liechtenstein,#79ddf0,#79ddf0,2,0.126378264310,EUROPE,4035665-6,3042058,47.166670000000,9.533330000000,A,Liechtenstein,WCE
'Monaco',de,Monaco,#72dfef,#72dfef,2,0.125851817383,EUROPE-AFRICA,4040031-1,2993457,43.731410000000,7.419030000000,A,Monaco,MED
'Sint Maarten',de,Sint Maarten,#47e93e,#47e93e,2,0.124597825552,CENTRAL-AMERICA,7589556-0,7609695,18.041670000000,-63.066670000000,A,Sint Maarten,CAR
'Philipsburg',de,Sint Maarten,#46e93e,#46e93e,2,0.124597825552,CENTRAL-AMERICA,1296468429,3513392,18.026000000000,-63.045820000000,P,Sint Maarten,CAR
'Färöer-Inseln',de,Faroe Islands,#97f3e8,#97f3e8,2,0.120619832155,EUROPE,4016258-8,2622320,62.000000000000,-7.000000000000,A,Färöer,NEU
'Tórshavn',de,Faroe Islands,#97f3e9,#97f3e9,2,0.120619832155,EUROPE,4453152-7,2611396,62.009730000000,-6.771640000000,P,Faroe Islands,NEU
'Basseterre',de,Saint Kitts and Nevis,#44e93c,#44e93c,2,0.119069049027,CENTRAL-AMERICA,4631228-6,3575551,17.295500000000,-62.724990000000,P,Saint Kitts and Nevis,CAR
'St. Kitts und Nevis',de,Saint Kitts and Nevis,#44e93c,#44e93c,2,0.119069049027,CENTRAL-AMERICA,4118251-0,3575174,17.333330000000,-62.750000000000,A,Saint Kitts and Nevis,CAR
'Amerikanisch-Samoa',de,American Samoa,#c83516,#c83516,2,0.118029387902,PACIFIC,4085684-7,5880801,-14.233770000000,-169.477670000000,A,Amerikanisch-Samoa,SPO
'Pago Pago',de,American Samoa,#c83116,#c83116,2,0.118029387902,PACIFIC,7636942-0,5881576,-14.278060000000,-170.702500000000,P,Amerikanisch-Samoa,SPO
'Nuuk',de,Greenland,#9cf4a8,#9cf4a8,2,0.117849174476,POLAR,671310-5,3421319,64.183470000000,-51.721570000000,P,Grönland,GIC
'Grönland',de,Greenland,#acf5c4,#acf5c4,2,0.117849174476,POLAR,4022113-1,3425505,72.000000000000,-40.000000000000,A,Greenland,GIC
'Saipan',de,Northern Mariana Islands,#e8389d,#e8389d,2,0.117580253859,PACIFIC,16065128-1,7828758,15.212330000000,145.754500000000,P,Northern Mariana Islands,NPO
'Nördliche Marianen',de,Northern Mariana Islands,#e8389d,#e8389d,2,0.117580253859,PACIFIC,4249308-0,4041468,15.214000000000,145.756000000000,A,Northern Mariana Islands,NPO
'Israel',de,Israel,#5997ec,#5997ec,2,0.117421477329,EUROPE-AFRICA,4027808-6,294640,31.500000000000,34.750000000000,A,Israel,MED
'Majuro',de,Marshall Islands,#e72743,#e72743,2,0.117119476829,PACIFIC,4646776-2,2113779,7.089710000000,171.380270000000,P,Marshall Islands,EPO
'Marshallinseln',de,Marshall Islands,#e72843,#e72843,2,0.117119476829,PACIFIC,4037700-3,2080185,7.113000000000,171.236000000000,A,Marshallinseln,EPO
'Bermuda',de,Bermuda,#66ec5b,#66ec5b,2,0.116864070758,ATLANTIC,4005759-8,3573345,32.330220000000,-64.740030000000,A,Bermuda,NAO
'Hamilton',de,Bermuda,#66ec5b,#66ec5b,2,0.115632816408,ATLANTIC,4267270-3,3573197,32.294900000000,-64.783030000000,P,Bermuda,NAO
'Kaimaninseln',de,Cayman Islands,#7be941,#7be941,2,0.115582634712,CENTRAL-AMERICA,4310479-4,3580718,19.500000000000,-80.666670000000,A,Kaimaninseln,CAR
'George Town',de,Cayman Islands,#7de940,#7de940,2,0.115582634712,CENTRAL-AMERICA,7543978-5,3580661,19.286600000000,-81.374360000000,P,Cayman Islands,CAR
'Guernsey',de,Guernsey,#7ef0eb,#7ef0eb,2,0.115330839517,EUROPE,4022467-3,3042362,49.454740000000,-2.576290000000,A,Guernsey,WCE
'St. Peter Port',de,Guernsey,#7ef0eb,#7ef0eb,2,0.115330839517,EUROPE,4663679-1,3042287,49.459810000000,-2.535270000000,P,Guernsey,WCE
'Roseau',de,Dominica,#3ce838,#3ce838,2,0.113961605585,CENTRAL-AMERICA,4602308-2,3575635,15.301740000000,-61.388080000000,P,Dominica,CAR
'Dominica',de,Dominica,#3de939,#3de939,2,0.113961605585,CENTRAL-AMERICA,4085456-5,3575830,15.500000000000,-61.333330000000,A,Dominica,CAR
'Andorra',de,Andorra,#70ebef,#70ebef,2,0.112986001091,EUROPE-AFRICA,4001937-8,3041565,42.550000000000,1.583330000000,A,Andorra,MED
'Andorra la Vella',de,Andorra,#70ebef,#70ebef,2,0.112986001091,EUROPE-AFRICA,4355876-8,3041563,42.507790000000,1.521090000000,P,Andorra,MED
'Insel Man',de,Isle of Man,#88f1e9,#88f1e9,2,0.111893859200,EUROPE,4027756-2,3042225,54.250000000000,-4.500000000000,A,Isle of Man,NEU
'Douglas',de,Isle of Man,#87f1e9,#87f1e9,2,0.111893859200,EUROPE,4268534-5,3042237,54.150000000000,-4.483330000000,P,Isle of Man,NEU
'Rom',de,Italy,#6ed4ee,#6ed4ee,2,0.111163038679,EUROPE-AFRICA,4050471-2,3169070,41.891930000000,12.511330000000,P,Italy,MED
'Jersey',de,Jersey,#7df0ec,#7df0ec,2,0.111011760560,EUROPE,4028585-6,3042142,49.216670000000,-2.116670000000,A,Jersey,WCE
'Saint Helier',de,Jersey,#7df0ec,#7df0ec,2,0.111011760560,EUROPE,4539859-8,3042091,49.188040000000,-2.104910000000,P,Jersey,WCE
'Antigua und Barbuda',de,Antigua and Barbuda,#41e93c,#41e93c,2,0.110385725858,CENTRAL-AMERICA,4086593-9,3576396,17.050000000000,-61.800000000000,A,Antigua and Barbuda,CAR
'St. John's',de,Antigua and Barbuda,#41e93c,#41e93c,2,0.110385725858,CENTRAL-AMERICA,4518159-7,3576022,17.120960000000,-61.843290000000,P,Antigua and Barbuda,CAR
'Seychellen',de,Seychelles,#1826dc,#1826dc,2,0.110334635497,INDIAN,4054694-9,241170,-4.583330000000,55.666670000000,A,Seychellen,EIO
'Victoria',de,Seychelles,#1827dc,#1827dc,2,0.110334635497,INDIAN,4449958-9,241131,-4.620010000000,55.455010000000,P,Seychellen,EIO
'Tonga',de,Tonga,#bc2214,#bc2214,2,0.109690204173,PACIFIC,4060396-9,4032283,-20.000000000000,-175.000000000000,A,Tonga,SPO
'Nuku'alofa',de,Tonga,#ba2114,#ba2114,2,0.109690204173,PACIFIC,7577344-2,4032402,-21.136830000000,-175.201140000000,P,Tonga,SPO
'Aruba',de,Aruba,#51e832,#51e832,2,0.109447777410,CENTRAL-AMERICA,4079840-9,3577279,12.500000000000,-69.966670000000,A,Aruba,CAR
'Oranjestad',de,Aruba,#51e833,#51e833,2,0.109447777410,CENTRAL-AMERICA,5111369-7,3577154,12.523980000000,-70.027030000000,P,Aruba,CAR
'Charlotte Amalie',de,U.S. Virgin Islands,#4ce93e,#4ce93e,2,0.109347803734,CENTRAL-AMERICA,16339843-4,4795467,18.341900000000,-64.930700000000,P,U.S. Virgin Islands,CAR
'Amerikanische Jungferninseln',de,U.S. Virgin Islands,#4de93e,#4de93e,2,0.109347803734,CENTRAL-AMERICA,4108287-4,4796775,18.348290000000,-64.983480000000,A,U.S. Virgin Islands,CAR
'St. Vincent und die Grenadinen',de,Saint Vincent and the Grenadines,#37e834,#37e834,2,0.109073504460,CENTRAL-AMERICA,4051308-7,3577815,13.083330000000,-61.200000000000,A,St. Vincent und die Grenadinen,CAR
'Kingstown',de,Saint Vincent and the Grenadines,#38e834,#38e834,2,0.109073504460,CENTRAL-AMERICA,7543368-0,3577887,13.155270000000,-61.227420000000,P,St. Vincent und die Grenadinen,CAR
'St. George's',de,Grenada,#37e832,#37e832,2,0.108972311447,CENTRAL-AMERICA,4740417-6,3579925,12.052880000000,-61.752260000000,P,Grenada,CAR
'Grenada',de,Grenada,#37e832,#37e832,2,0.108972311447,CENTRAL-AMERICA,4021981-1,3580239,12.116670000000,-61.666670000000,A,Grenada,CAR
'Palikir',de,Micronesia,#e7276d,#e7276d,2,0.108877840909,PACIFIC,4838196-2,2081986,6.924770000000,158.161090000000,P,Micronesia,EPO
'Mikronesien',de,Micronesia,#e6265a,#e6265a,2,0.108877840909,PACIFIC,4274661-9,7729900,6.533650000000,163.740230000000,L,Micronesia,EPO
'Tarawa',de,Kiribati,#e51c33,#e51c33,2,0.108632075065,PACIFIC,4343979-2,2110257,1.327800000000,172.976960000000,P,Kiribati,EPO
'Kiribati',de,Kiribati,#e51c33,#e51c33,2,0.108632075065,PACIFIC,4073459-6,4030945,1.421000000000,172.984000000000,A,Kiribati,EPO
'Kuba',de,Cuba,#7bea46,#7bea46,2,0.106288546422,CENTRAL-AMERICA,4033340-1,3562981,22.000000000000,-79.500000000000,A,Cuba,CAR
'Curaçao',de,Curacao,#4de832,#4de832,2,0.106255904009,CENTRAL-AMERICA,4010774-7,7626836,12.166670000000,-68.966670000000,A,Curacao,CAR
'Ukraine',de,Ukraine,#7db3f0,#7db3f0,2,0.106222967884,EUROPE,4061496-7,690791,49.000000000000,32.000000000000,A,Ukraine,WCE
'Deutschland',de,Germany,#82ddf1,#82ddf1,2,0.106212649237,EUROPE,4011882-4,2921044,51.500000000000,10.500000000000,A,Germany,WCE
'Guam',de,Guam,#e8349e,#e8349e,2,0.106032527388,PACIFIC,4267701-4,4043988,13.478610000000,144.818340000000,A,Guam,NPO
'Hagatna',de,Guam,#e8349e,#e8349e,2,0.106032527388,PACIFIC,,4044012,13.475670000000,144.748860000000,P,Guam,NPO
'St. Lucia',de,Saint Lucia,#38e835,#38e835,2,0.105497858584,CENTRAL-AMERICA,4051307-5,3576468,13.883330000000,-60.966670000000,A,Saint Lucia,CAR
'Castries',de,Saint Lucia,#39e836,#39e836,2,0.105497858584,CENTRAL-AMERICA,7543968-2,3576812,13.995700000000,-61.006140000000,P,Saint Lucia,CAR
'Island',de,Iceland,#9ef4da,#9ef4da,2,0.105307294391,POLAR,4027754-9,2629691,65.000000000000,-18.000000000000,A,Iceland,GIC
'Cayenne',de,French Guiana,#23e63c,#23e63c,2,0.105114932534,SOUTH-AMERICA,4085187-4,3382160,4.938100000000,-52.334550000000,P,Französisch-Guayana,NSA
'Französisch-Guayana',de,French Guiana,#21e638,#21e638,2,0.105114932534,SOUTH-AMERICA,4018184-4,3381670,4.000000000000,-53.000000000000,A,French Guiana,NSA
'Samoa',de,Samoa,#c92d16,#c92d16,2,0.105098659053,PACIFIC,4079249-3,4034894,-13.800000000000,-172.133330000000,A,Samoa,SPO
'Apia',de,Samoa,#c92e16,#c92e16,2,0.105098659053,PACIFIC,4329680-4,4035413,-13.833330000000,-171.766660000000,P,Samoa,SPO
'Bahamas',de,Bahamas,#7aeb4c,#7aeb4c,2,0.105072425708,NORTH-AMERICA,502239-3,3572887,25.040820000000,-77.371220000000,A,Bahamas,ENA
'São Tomé und Príncipe',de,Sao Tome and Principe,#1bcee5,#1bcee5,2,0.105058168943,AFRICA,4118426-9,2410758,1.000000000000,7.000000000000,A,São Tomé und Príncipe,WAF
'Sao Tome',de,Sao Tome and Principe,#14b538,#14b538,2,0.105058168943,SOUTH-AMERICA,4051667-2,3448439,-23.547500000000,-46.636110000000,P,Brazil,SES
'Russland',de,Russia,#d393f3,#d393f3,2,0.104968994494,ASIA,4076899-5,2017370,60.000000000000,100.000000000000,A,Russia,ESB
'Jamaika',de,Jamaica,#6fe93e,#6fe93e,2,0.104062838609,CENTRAL-AMERICA,127193-3,3489940,18.166670000000,-77.250000000000,A,Jamaica,CAR
'China',de,China,#ca60ed,#ca60ed,2,0.103723456804,ASIA,4009937-4,1814991,35.000000000000,105.000000000000,A,China,EAS
'Westsahara',de,Western Sahara,#4eebc5,#4eebc5,2,0.103662896325,AFRICA,1151358223,2463029,26.130730000000,-14.485130000000,P,Westsahara,SAH
'El-Aaiun',de,Western Sahara,#50ebc9,#50ebc9,2,0.103662896325,AFRICA,1151358223,2462881,27.141800000000,-13.187970000000,P,Western Sahara,SAH
'Papeete',de,French Polynesia,#c16c15,#c16c15,2,0.103601280615,PACIFIC,4755025-9,4033936,-17.534700000000,-149.568430000000,P,Französisch-Polynesien,SPO
'Französisch-Polynesien',de,French Polynesia,#c68b16,#c68b16,2,0.103601280615,PACIFIC,4018191-1,4030656,-15.000000000000,-140.000000000000,A,Französisch-Polynesien,SPO
'Mamoudzou',de,Mayotte,#1643cb,#1643cb,2,0.103578188792,AFRICA,4448128-7,921815,-12.782340000000,45.228780000000,P,Mayotte,MDG
'Mayotte',de,Mayotte,#1643cb,#1643cb,2,0.103578188792,AFRICA,4115054-5,1024031,-12.833330000000,45.166670000000,A,Mayotte,MDG
'Nouméa',de,New Caledonia,#b81439,#b81439,2,0.103520383018,PACIFIC,4248174-0,2139521,-22.274070000000,166.448840000000,P,New Caledonia,SPO
'Neukaledonien',de,New Caledonia,#b9143c,#b9143c,2,0.103520383018,PACIFIC,4102498-9,2139685,-21.500000000000,165.500000000000,A,New Caledonia,SPO
'Bridgetown',de,Barbados,#34e835,#34e835,2,0.103488684452,CENTRAL-AMERICA,4296876-8,3374036,13.107320000000,-59.620210000000,P,Barbados,CAR
'Barbados',de,Barbados,#34e835,#34e835,2,0.103488684452,CENTRAL-AMERICA,508803-3,3374084,13.164530000000,-59.551650000000,A,Barbados,CAR
'Port Vila',de,Vanuatu,#c11536,#c11536,2,0.103416700834,PACIFIC,4301367-3,2135171,-17.736480000000,168.313660000000,P,Vanuatu,SPO
'Vanuatu',de,Vanuatu,#c4153a,#c4153a,2,0.103416700834,PACIFIC,4062334-8,2134431,-16.333300000000,167.500000000000,A,Vanuatu,SPO
'Niederländische Antillen',de,Netherlands Antilles,#4de832,#4de832,2,0.103333333333,CENTRAL-AMERICA,4101202-1,8505032,12.117210000000,-68.919640000000,A,Netherlands Antilles,CAR
'Willemstad',de,Netherlands Antilles,#4de832,#4de832,2,0.103333333333,CENTRAL-AMERICA,4263439-8,3513090,12.122460000000,-68.886410000000,P,Netherlands Antilles,CAR
'Reykjavik',de,Iceland,#9cf4d4,#9cf4d4,2,0.102828262259,POLAR,4049708-2,3413829,64.135480000000,-21.895410000000,P,Iceland,GIC
'Honiara',de,Solomon Islands,#d21755,#d21755,2,0.102772463490,PACIFIC,4241310-2,2108502,-9.433330000000,159.950000000000,P,Solomon Islands,EPO
'Libanon',de,Lebanon,#5e97ed,#5e97ed,2,0.102628441039,EUROPE-AFRICA,4035567-6,272103,33.833330000000,35.833330000000,A,Lebanon,MED
'Belmopan',de,Belize,#8fe93c,#8fe93c,2,0.102610482130,CENTRAL-AMERICA,7543950-5,3582672,17.253760000000,-88.764010000000,P,Belize,SCA
'Belize',de,Belize,#8fe93c,#8fe93c,2,0.102610482130,CENTRAL-AMERICA,4005412-3,3582678,17.250000000000,-88.750000000000,A,Belize,SCA
'Jerusalem',de,Israel,#5a96ec,#5a96ec,2,0.102595039027,EUROPE-AFRICA,4028586-8,281184,31.769040000000,35.216330000000,P,Israel,MED
'Nassau',de,Bahamas,#7aeb4c,#7aeb4c,2,0.102593092003,NORTH-AMERICA,4521938-2,3571824,25.058230000000,-77.343060000000,P,Bahamas,ENA
